2018-03-01,167.300003,168.070007,163.000000,164.479996,161.424744,76809900
2018-03-02,162.500000,166.279999,161.960007,165.990005,162.906708,57445100
2018-03-05,165.210007,168.259995,164.589996,167.830002,164.712555,38540200
2018-03-06,168.649994,169.110001,167.479996,168.539993,165.409317,29480900
2018-03-07,167.250000,169.070007,166.960007,168.929993,165.792084,34609400
2018-03-08,169.630005,169.979996,168.949997,169.860001,166.704849,25828400
2018-03-09,171.070007,173.160004,170.820007,173.160004,169.943512,38310500
2018-03-12,173.669998,174.479996,173.279999,174.080002,170.846451,37635000
2018-03-13,174.479996,175.210007,171.270004,171.710007,168.520477,55638900
2018-03-14,172.610001,172.740005,170.929993,171.679993,168.490997,40536400
2018-03-15,171.800003,172.529999,170.899994,171.529999,168.343811,28810400
2018-03-16,171.820007,172.199997,170.940002,171.020004,167.843307,31176700
2018-03-19,169.100006,169.220001,165.639999,167.100006,164.262161,71395100
2018-03-20,167.169998,168.039993,166.610001,167.649994,164.802826,34075700
2018-03-21,167.210007,168.759995,166.190002,166.919998,164.085205,43863500
2018-03-22,164.610001,165.770004,162.589996,162.800003,160.035156,66607300
2018-03-23,162.610001,163.300003,158.429993,158.509995,155.818024,80110400
2018-03-26,161.720001,164.600006,159.160004,164.399994,161.607986,57481500
2018-03-27,165.619995,165.619995,157.679993,159.080002,156.378357,78889100
2018-03-28,158.169998,159.779999,156.039993,157.250000,154.579422,89369700
2018-03-29,158.100006,161.710007,156.630005,160.130005,157.410507,68692600
2018-04-02,158.990005,159.740005,153.880005,155.509995,152.868958,85549400
2018-04-03,156.869995,157.919998,154.440002,157.259995,154.589249,64090000
2018-04-04,154.220001,160.229996,154.039993,159.740005,157.027161,65768700
2018-04-05,161.330002,161.580002,159.479996,160.649994,157.921692,43054900
2018-04-06,158.880005,160.460007,155.880005,156.630005,153.969971,59870900
2018-04-09,157.979996,160.880005,157.460007,157.729996,155.051270,41810400
2018-04-10,160.210007,161.729996,159.070007,161.210007,158.472183,48296800
2018-04-11,160.199997,162.000000,160.100006,160.279999,157.557968,41622100
2018-04-12,161.250000,162.770004,161.160004,162.210007,159.455200,30467900
2018-04-13,163.020004,163.259995,160.669998,161.369995,158.629456,44604900
2018-04-16,162.500000,163.190002,161.479996,162.600006,159.838577,28180800
2018-04-17,164.240005,166.460007,163.910004,166.100006,163.279144,35536100
2018-04-18,166.100006,167.000000,165.309998,166.440002,163.613373,29573900
2018-04-19,165.600006,165.990005,164.339996,164.910004,162.109344,34705700
2018-04-20,164.490005,164.610001,161.729996,162.300003,159.543655,49197100
2018-04-23,163.089996,163.729996,161.020004,161.889999,159.140640,33040600
2018-04-24,162.660004,162.910004,157.389999,158.460007,155.768906,70256800
2018-04-25,158.740005,159.309998,156.470001,158.649994,155.955627,52089300
2018-04-26,160.699997,162.529999,160.179993,161.990005,159.238953,43005500
2018-04-27,164.369995,164.410004,161.169998,162.089996,159.337250,51043400
2018-04-30,162.470001,163.479996,160.539993,160.940002,158.206772,35615300
2018-05-01,160.520004,162.800003,160.139999,162.779999,160.015503,36513500
2018-05-02,163.059998,163.570007,161.630005,161.820007,159.071838,38646800
2018-05-03,161.000000,162.399994,159.220001,161.800003,159.052155,60337100
2018-05-04,161.100006,165.250000,160.979996,164.869995,162.070023,41543200
2018-05-07,165.639999,166.779999,165.509995,166.240005,163.416779,32500200
2018-05-08,165.889999,166.429993,164.860001,166.070007,163.249649,26040200
2018-05-09,166.369995,168.000000,165.779999,167.880005,165.028915,29122700
2018-05-10,168.419998,169.740005,168.289993,169.619995,166.739349,27067600
2018-05-11,169.419998,169.860001,168.720001,169.460007,166.582062,24688800
2018-05-14,169.850006,170.820007,169.470001,169.750000,166.867157,21821700
2018-05-15,168.410004,168.500000,166.979996,167.869995,165.019058,49361600
2018-05-16,168.089996,169.369995,168.009995,168.979996,166.110199,22941200
2018-05-17,168.389999,169.610001,167.509995,168.330002,165.471252,27480200
2018-05-18,167.679993,168.259995,167.210007,167.460007,164.616058,26217900
2018-05-21,168.759995,169.500000,167.679993,168.399994,165.540085,22954600
2018-05-22,169.169998,169.449997,167.880005,168.179993,165.323807,19477700
2018-05-23,166.899994,169.619995,166.880005,169.600006,166.719696,26557800
2018-05-24,169.550003,169.850006,167.839996,169.550003,166.670532,27696500
2018-05-25,169.529999,170.330002,169.210007,169.720001,166.837662,27460500
2018-05-29,168.949997,169.919998,167.960007,168.970001,166.100372,41220500
2018-05-30,169.580002,170.479996,169.220001,170.179993,167.289841,22665800
2018-05-31,170.179993,171.199997,169.630005,170.070007,167.181717,35670900
2018-06-01,170.919998,172.839996,170.869995,172.740005,169.806351,45543300
2018-06-04,173.179993,174.339996,173.070007,174.300003,171.339890,20459600
2018-06-05,174.710007,175.130005,174.070007,174.839996,171.870682,24779300
2018-06-06,175.020004,175.889999,174.139999,175.860001,172.873383,25036600
2018-06-07,175.889999,175.929993,173.550003,174.429993,171.467667,39600300
2018-06-08,173.610001,174.880005,173.179993,174.440002,171.477493,31780300
2018-06-11,174.309998,175.339996,174.279999,174.910004,171.939514,22319700
2018-06-12,175.149994,176.000000,174.960007,175.830002,172.843887,22511800
2018-06-13,176.100006,177.139999,175.429993,175.820007,172.834076,37858600
2018-06-14,176.630005,177.889999,176.500000,177.600006,174.583862,35916000
2018-06-15,176.929993,177.330002,176.110001,176.979996,173.974380,49615700
2018-06-18,175.490005,176.649994,174.940002,176.500000,173.873886,31633200
2018-06-19,174.270004,176.039993,173.710007,176.000000,173.381317,38236000
2018-06-20,176.809998,177.979996,176.649994,177.250000,174.612732,33038000
2018-06-21,177.699997,177.880005,175.369995,175.710007,173.095642,43469400
2018-06-22,176.300003,176.369995,174.690002,175.320007,172.711441,30073200
2018-06-25,173.729996,173.990005,169.809998,171.369995,168.820221,77799700
2018-06-26,172.000000,173.059998,171.369995,172.070007,169.509766,39008100
2018-06-27,172.800003,173.580002,169.610001,169.729996,167.204590,52843500
2018-06-28,169.520004,171.770004,169.169998,171.190002,168.642883,46407700
2018-06-29,172.009995,172.919998,171.399994,171.649994,169.096039,36408500
2018-07-02,170.039993,172.850006,169.669998,172.800003,170.228912,31770000
2018-07-03,173.449997,173.449997,170.630005,170.800003,168.258667,25512700
2018-07-05,171.910004,173.059998,171.029999,172.919998,170.347122,31626200
2018-07-06,173.320007,175.740005,173.000000,175.610001,172.997116,37005600
2018-07-09,176.520004,177.229996,175.820007,177.190002,174.553619,27362100
2018-07-10,177.520004,177.720001,176.710007,177.320007,174.681686,23902500
2018-07-11,175.929993,177.070007,175.800003,176.419998,173.795074,30280600
2018-07-12,177.199997,179.460007,177.080002,179.460007,176.789825,27930100
